coefficient,value,model_domain,model_version
GFA_HCC82,1.874,ESRD,D24
GFA_HCC83,0.843,ESRD,D24
GFA_HCC84,0.45,ESRD,D24
GFA_HCC85,0.257,ESRD,D24
GFA_HCC86,0.419,ESRD,D24
GFA_HCC87,0.276,ESRD,D24
GFA_HCC88,0.071,ESRD,D24
GFA_HCC96,0.346,ESRD,D24
GFA_HCC99,0.355,ESRD,D24
GFA_HCC100,0.355,ESRD,D24
GFA_HCC103,0.414,ESRD,D24
GFA_HCC104,0.274,ESRD,D24
GFA_HCC106,1.74,ESRD,D24
GFA_HCC107,0.586,ESRD,D24
GFA_HCC108,0.287,ESRD,D24
GFA_HCC110,1.348,ESRD,D24
GFA_HCC111,0.344,ESRD,D24
GFA_HCC112,0.147,ESRD,D24
GFA_HCC114,0.582,ESRD,D24
GFA_HCC115,0.248,ESRD,D24
GFA_HCC122,0.357,ESRD,D24
GFA_HCC124,0.383,ESRD,D24
GFA_HCC134,0,ESRD,D24
GFA_HCC135,0,ESRD,D24
GFA_HCC136,0,ESRD,D24
GFA_HCC137,0,ESRD,D24
GFA_HCC138,0,ESRD,D24
GFA_HCC157,2.333,ESRD,D24
GFA_HCC158,1.266,ESRD,D24
GFA_HCC159,0.94,ESRD,D24
GFA_HCC161,0.782,ESRD,D24
GFA_HCC162,1.053,ESRD,D24
GFA_HCC166,1.053,ESRD,D24
GFA_HCC167,0.239,ESRD,D24
GFA_HCC169,0.523,ESRD,D24
GFA_HCC170,0.425,ESRD,D24
GFA_HCC173,0.341,ESRD,D24
GFA_HCC176,0.735,ESRD,D24
GFA_HCC186,0,ESRD,D24
GFA_HCC188,0.728,ESRD,D24
GFA_HCC189,0.729,ESRD,D24
GFA_HCC47_gCancer,0.841,ESRD,D24
GFA_DIABETES_CHF,0.223,ESRD,D24
GFA_CHF_gCopdCF,0.166,ESRD,D24
GFA_HCC85_gRenal_V24,0,ESRD,D24
GFA_gCopdCF_CARD_RESP_FAIL,0.43,ESRD,D24
GFA_HCC85_HCC96,0.194,ESRD,D24
FGC_GE65_DUR4_9_FBD,2.605,ESRD,D24
FGC_GE65_DUR10PL_FBD,1.279,ESRD,D24
GFN_F0_34,0.308,ESRD,D24
GFN_F35_44,0.291,ESRD,D24
GFN_F45_54,0.328,ESRD,D24
GFN_F55_59,0.349,ESRD,D24
GFN_F60_64,0.423,ESRD,D24
GFN_M0_34,0.187,ESRD,D24
GFN_M35_44,0.2,ESRD,D24
GFN_M45_54,0.257,ESRD,D24
GFN_M55_59,0.35,ESRD,D24
GFN_M60_64,0.425,ESRD,D24
GFN_HCC1,0.319,ESRD,D24
GFN_HCC2,0.532,ESRD,D24
GFN_HCC6,0.782,ESRD,D24
GFN_HCC8,3.226,ESRD,D24
GFN_HCC9,1.089,ESRD,D24
GFN_HCC10,0.78,ESRD,D24
GFN_HCC11,0.362,ESRD,D24
GFN_HCC12,0.182,ESRD,D24
GFN_HCC17,0.296,ESRD,D24
GFN_HCC18,0.296,ESRD,D24
GFN_HCC19,0.102,ESRD,D24
GFN_HCC21,0.963,ESRD,D24
GFN_HCC22,0.192,ESRD,D24
GFN_HCC23,0.317,ESRD,D24
GFN_HCC27,1.149,ESRD,D24
GFN_HCC28,0.387,ESRD,D24
GFN_HCC29,0.292,ESRD,D24
GFN_HCC33,0.458,ESRD,D24
GFN_HCC34,0.721,ESRD,D24
GFN_HCC35,0.503,ESRD,D24
GFN_HCC39,0.537,ESRD,D24
GFN_HCC40,0.299,ESRD,D24
GFN_HCC46,3.98,ESRD,D24
GFN_HCC47,0.656,ESRD,D24
GFN_HCC48,0.358,ESRD,D24
GFN_HCC51,0.348,ESRD,D24
GFN_HCC52,0.348,ESRD,D24
GFN_HCC54,1.071,ESRD,D24
GFN_HCC55,0.355,ESRD,D24
GFN_HCC56,0.267,ESRD,D24
GFN_HCC57,0.398,ESRD,D24
GFN_HCC58,0.145,ESRD,D24
GFN_HCC59,0.129,ESRD,D24
GFN_HCC60,0.047,ESRD,D24
GFN_HCC70,0.892,ESRD,D24
GFN_HCC71,0.76,ESRD,D24
GFN_HCC72,0.431,ESRD,D24
GFN_HCC73,1.644,ESRD,D24
GFN_HCC74,0,ESRD,D24
GFN_HCC75,0.493,ESRD,D24
GFN_HCC76,0.842,ESRD,D24
GFN_HCC77,1.113,ESRD,D24
GFN_HCC78,0.442,ESRD,D24
GFN_HCC79,0.167,ESRD,D24
GFN_HCC80,0.289,ESRD,D24
GFN_HCC82,1.476,ESRD,D24
GFN_HCC83,0.613,ESRD,D24
GFN_HCC84,0.613,ESRD,D24
GFN_HCC85,0.302,ESRD,D24
GFN_HCC86,0.534,ESRD,D24
GFN_HCC87,0.463,ESRD,D24
GFN_HCC88,0.152,ESRD,D24
GFN_HCC96,0.291,ESRD,D24
GFN_HCC99,0.438,ESRD,D24
GFN_HCC100,0.302,ESRD,D24
GFN_HCC103,0.391,ESRD,D24
GFN_HCC104,0.353,ESRD,D24
GFN_HCC106,1.665,ESRD,D24
GFN_HCC107,0.547,ESRD,D24
GFN_HCC108,0.283,ESRD,D24
GFN_HCC110,3.09,ESRD,D24
GFN_HCC111,0.256,ESRD,D24
GFN_HCC112,0.256,ESRD,D24
GFN_HCC114,0.344,ESRD,D24
GFN_HCC115,0.207,ESRD,D24
GFN_HCC122,0.363,ESRD,D24
GFN_HCC124,0.27,ESRD,D24
GFN_HCC134,0,ESRD,D24
GFN_HCC135,0,ESRD,D24
GFN_HCC136,0,ESRD,D24
GFN_HCC137,0,ESRD,D24
GFN_HCC138,0,ESRD,D24
GFN_HCC157,2.366,ESRD,D24
GFN_HCC158,1.141,ESRD,D24
GFN_HCC159,0.894,ESRD,D24
GFN_HCC161,0.65,ESRD,D24
GFN_HCC162,0.534,ESRD,D24
GFN_HCC166,0.289,ESRD,D24
GFN_HCC167,0.107,ESRD,D24
GFN_HCC169,0.431,ESRD,D24
GFN_HCC170,0.43,ESRD,D24
GFN_HCC173,0.145,ESRD,D24
GFN_HCC176,1.017,ESRD,D24
GFN_HCC186,0,ESRD,D24
GFN_HCC188,0.786,ESRD,D24
GFN_HCC189,0.831,ESRD,D24
GFN_HCC47_gCancer,0.647,ESRD,D24
GFN_DIABETES_CHF,0.159,ESRD,D24
GFN_CHF_gCopdCF,0.209,ESRD,D24
GFN_HCC85_gRenal_V24,0,ESRD,D24
GFN_gCopdCF_CARD_RESP_FAIL,0.432,ESRD,D24
GFN_HCC85_HCC96,0.467,ESRD,D24
GFN_gSubUseDs_gPsych_V24,0.205,ESRD,D24
FGC_LT65_DUR4_9_FBD,2.083,ESRD,D24
FGC_LT65_DUR10PL_FBD,0.648,ESRD,D24
GI_F0_34,1.174,ESRD,D24
GI_F35_44,0.995,ESRD,D24
GI_F45_54,1.199,ESRD,D24
GI_F55_59,1.129,ESRD,D24
GI_F60_64,1.067,ESRD,D24
GI_F65_69,1.273,ESRD,D24
GI_F70_74,1.202,ESRD,D24
GI_F75_79,1.046,ESRD,D24
GI_F80_84,0.935,ESRD,D24
GI_F85_89,0.822,ESRD,D24
GI_F90_94,0.7,ESRD,D24
GI_F95_GT,0.56,ESRD,D24
GI_M0_34,1.043,ESRD,D24
GI_M35_44,0.893,ESRD,D24
GI_M45_54,1.148,ESRD,D24
GI_M55_59,1.143,ESRD,D24
GI_M60_64,1.074,ESRD,D24
GI_M65_69,1.323,ESRD,D24
GI_M70_74,1.265,ESRD,D24
GI_M75_79,1.353,ESRD,D24
GI_M80_84,1.268,ESRD,D24
GI_M85_89,1.157,ESRD,D24
GI_M90_94,0.973,ESRD,D24
GI_M95_GT,0.854,ESRD,D24
GI_ORIGDS,0,ESRD,D24
GI_HCC1,1.302,ESRD,D24
GI_HCC2,0.27,ESRD,D24
GI_HCC6,0.571,ESRD,D24
GI_HCC8,1.571,ESRD,D24
GI_HCC9,0.77,ESRD,D24
GI_HCC10,0.467,ESRD,D24
GI_HCC11,0.346,ESRD,D24
GI_HCC12,0.219,ESRD,D24
GI_HCC17,0.359,ESRD,D24
GI_HCC18,0.359,ESRD,D24
GI_HCC19,0.128,ESRD,D24
GI_HCC21,0.326,ESRD,D24
GI_HCC22,0.435,ESRD,D24
GI_HCC23,0.332,ESRD,D24
GI_HCC27,0.764,ESRD,D24
GI_HCC28,0.327,ESRD,D24
GI_HCC29,0.327,ESRD,D24
GI_HCC33,0.278,ESRD,D24
GI_HCC34,0.178,ESRD,D24
GI_HCC35,0.287,ESRD,D24
GI_HCC39,0.434,ESRD,D24
GI_HCC40,0.284,ESRD,D24
GI_HCC46,0.748,ESRD,D24
GI_HCC47,0.523,ESRD,D24
GI_HCC48,0.226,ESRD,D24
GI_HCC51,0,ESRD,D24
GI_HCC52,0,ESRD,D24
GI_HCC54,0.172,ESRD,D24
GI_HCC55,0.172,ESRD,D24
GI_HCC56,0.172,ESRD,D24
GI_HCC57,0.23,ESRD,D24
GI_HCC58,0.23,ESRD,D24
GI_HCC59,0.133,ESRD,D24
GI_HCC60,0,ESRD,D24
GI_HCC70,0.645,ESRD,D24
GI_HCC71,0.511,ESRD,D24
GI_HCC72,0.222,ESRD,D24
GI_HCC73,0.739,ESRD,D24
GI_HCC74,0,ESRD,D24
GI_HCC75,0.344,ESRD,D24
GI_HCC76,0.322,ESRD,D24
GI_HCC77,0.042,ESRD,D24
GI_HCC78,0.206,ESRD,D24
GI_HCC79,0.07,ESRD,D24
GI_HCC80,0.063,ESRD,D24
GI_HCC82,1.449,ESRD,D24
GI_HCC83,0.481,ESRD,D24
GI_HCC84,0.199,ESRD,D24
GI_HCC85,0.169,ESRD,D24
GI_HCC86,0.28,ESRD,D24
GI_HCC87,0.28,ESRD,D24
GI_HCC88,0.28,ESRD,D24
GI_HCC96,0.227,ESRD,D24
GI_HCC99,0.082,ESRD,D24
GI_HCC100,0.082,ESRD,D24
GI_HCC103,0.013,ESRD,D24
GI_HCC104,0.013,ESRD,D24
GI_HCC106,0.873,ESRD,D24
GI_HCC107,0.324,ESRD,D24
GI_HCC108,0.074,ESRD,D24
GI_HCC110,0.329,ESRD,D24
GI_HCC111,0.272,ESRD,D24
GI_HCC112,0.08,ESRD,D24
GI_HCC114,0.154,ESRD,D24
GI_HCC115,0.154,ESRD,D24
GI_HCC122,0.727,ESRD,D24
GI_HCC124,0.206,ESRD,D24
GI_HCC134,0,ESRD,D24
GI_HCC135,0,ESRD,D24
GI_HCC136,0,ESRD,D24
GI_HCC137,0,ESRD,D24
GI_HCC138,0,ESRD,D24
GI_HCC157,1.029,ESRD,D24
GI_HCC158,0.243,ESRD,D24
GI_HCC159,0.243,ESRD,D24
GI_HCC161,0.243,ESRD,D24
GI_HCC162,0,ESRD,D24
GI_HCC166,0.063,ESRD,D24
GI_HCC167,0,ESRD,D24
GI_HCC169,0.184,ESRD,D24
GI_HCC170,0,ESRD,D24
GI_HCC173,0,ESRD,D24
GI_HCC176,0.586,ESRD,D24
GI_HCC186,0,ESRD,D24
GI_HCC188,0.272,ESRD,D24
GI_HCC189,0.396,ESRD,D24
GI_NONAGED_HCC85,0.491,ESRD,D24
GI_NONAGED_PRESSURE_ULCER_V24,0.349,ESRD,D24
GI_NONAGED_HCC161,0.271,ESRD,D24
GI_NONAGED_HCC39,0.451,ESRD,D24
GI_NONAGED_HCC77,0.484,ESRD,D24
GI_NONAGED_HCC6,0.209,ESRD,D24
GI_CHF_gCopdCF,0.165,ESRD,D24
GI_gCopdCF_CARD_RESP_FAIL,0.356,ESRD,D24
GI_SEPSIS_PRESSURE_ULCER_V24,0.196,ESRD,D24
GI_SEPSIS_ARTIF_OPENINGS,0.496,ESRD,D24
GI_ART_OPENINGS_PRESS_ULCER_V24,0.476,ESRD,D24
GI_DIABETES_CHF,0.205,ESRD,D24
GI_gCopdCF_ASP_SPEC_B_PNEUM,0.143,ESRD,D24
GI_ASP_SPEC_B_PNEUM_PRES_ULC_V24,0.336,ESRD,D24
GI_SEPSIS_ASP_SPEC_BACT_PNEUM,0.162,ESRD,D24
GI_SCHIZOPHRENIA_gCopdCF,0.38,ESRD,D24
GI_SCHIZOPHRENIA_CHF,0.119,ESRD,D24
GI_SCHIZOPHRENIA_SEIZURES,0.411,ESRD,D24
FGI_LT65_DUR4_9_ND_PBD,1.737,ESRD,D24
FGI_LT65_DUR4_9_FBD,2.083,ESRD,D24
FGI_GE65_DUR4_9_ND_PBD,2.529,ESRD,D24
FGI_GE65_DUR4_9_FBD,2.605,ESRD,D24
FGI_LT65_DUR10PL_ND_PBD,0.335,ESRD,D24
FGI_LT65_DUR10PL_FBD,0.648,ESRD,D24
FGI_GE65_DUR10PL_ND_PBD,0.905,ESRD,D24
FGI_GE65_DUR10PL_FBD,1.279,ESRD,D24
LTI_LT65,2.146,ESRD,D24
LTI_GE65,0.955,ESRD,D24
FGI_PBD_LT65_flag,0.141,ESRD,D24
FGI_PBD_GE65_flag,0.162,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF0_34,0.705,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF35_44,0.942,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF45_54,1.145,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF55_59,1.142,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF60_64,1.202,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF65,0.527,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF66,0.527,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF67,0.553,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF68,0.579,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF69,0.619,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF70_74,0.688,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF75_79,0.893,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF80_84,0.98,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF85_89,1.275,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF90_94,1.275,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEF95_GT,1.275,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM0_34,0.405,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM35_44,0.663,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM45_54,0.898,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM55_59,0.976,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM60_64,1.048,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM65,0.562,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM66,0.57,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM67,0.612,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM68,0.672,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM69,0.678,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM70_74,0.801,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM75_79,1.04,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM80_84,1.234,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM85_89,1.502,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM90_94,1.502,ESRD,D24
GNE_ND_PBD_NORIGDIS_G_NEM95_GT,1.502,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF0_34,1.016,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF35_44,1.291,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF45_54,1.403,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF55_59,1.278,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF60_64,1.384,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF65,0.978,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF66,0.982,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF67,0.996,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF68,0.996,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF69,0.996,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF70_74,1.034,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF75_79,1.119,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF80_84,1.331,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF85_89,1.549,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF90_94,1.697,ESRD,D24
GNE_FBD_NORIGDIS_G_NEF95_GT,1.697,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM0_34,0.732,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM35_44,1.253,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM45_54,1.407,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM55_59,1.464,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM60_64,1.529,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM65,1.171,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM66,1.223,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM67,1.308,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM68,1.355,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM69,1.443,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM70_74,1.443,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM75_79,1.443,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM80_84,1.489,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM85_89,1.667,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM90_94,1.964,ESRD,D24
GNE_FBD_NORIGDIS_G_NEM95_GT,1.964,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF65,1.202,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF66,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF67,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF68,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF69,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF70_74,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF75_79,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF80_84,1.265,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF85_89,1.275,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF90_94,1.275,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEF95_GT,1.275,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM65,1.048,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM66,1.145,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM67,1.145,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM68,1.145,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM69,1.286,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM70_74,1.286,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM75_79,1.286,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM80_84,1.286,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM85_89,1.502,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM90_94,1.502,ESRD,D24
GNE_ND_PBD_ORIGDIS_G_NEM95_GT,1.502,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF65,1.585,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF66,1.585,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF67,1.585,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF68,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF69,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF70_74,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF75_79,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF80_84,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF85_89,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF90_94,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEF95_GT,2.004,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM65,1.711,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM66,1.942,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM67,1.942,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM68,1.942,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM69,1.942,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM70_74,1.942,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM75_79,2.788,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM80_84,2.788,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM85_89,2.788,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM90_94,2.788,ESRD,D24
GNE_FBD_ORIGDIS_G_NEM95_GT,2.788,ESRD,D24
TRANSPLANT_KIDNEY_ONLY_1M,5.985,ESRD,D24
TRANSPLANT_KIDNEY_ONLY_2M,0.941,ESRD,D24
TRANSPLANT_KIDNEY_ONLY_3M,0.941,ESRD,D24
CNA_F65_69,0.312,CMS-HCC,C22
CNA_F70_74,0.374,CMS-HCC,C22
CNA_F75_79,0.448,CMS-HCC,C22
CNA_F80_84,0.537,CMS-HCC,C22
CNA_F85_89,0.664,CMS-HCC,C22
CNA_F90_94,0.797,CMS-HCC,C22
CNA_F95_GT,0.816,CMS-HCC,C22
CNA_M65_69,0.3,CMS-HCC,C22
CNA_M70_74,0.379,CMS-HCC,C22
CNA_M75_79,0.466,CMS-HCC,C22
CNA_M80_84,0.561,CMS-HCC,C22
CNA_M85_89,0.694,CMS-HCC,C22
CNA_M90_94,0.857,CMS-HCC,C22
CNA_M95_GT,0.976,CMS-HCC,C22
CNA_OriginallyDisabled_Female,0.244,CMS-HCC,C22
CNA_OriginallyDisabled_Male,0.152,CMS-HCC,C22
CNA_HCC1,0.312,CMS-HCC,C22
CNA_HCC2,0.455,CMS-HCC,C22
CNA_HCC6,0.435,CMS-HCC,C22
CNA_HCC8,2.625,CMS-HCC,C22
CNA_HCC9,0.97,CMS-HCC,C22
CNA_HCC10,0.677,CMS-HCC,C22
CNA_HCC11,0.301,CMS-HCC,C22
CNA_HCC12,0.146,CMS-HCC,C22
CNA_HCC17,0.318,CMS-HCC,C22
CNA_HCC18,0.318,CMS-HCC,C22
CNA_HCC19,0.104,CMS-HCC,C22
CNA_HCC21,0.545,CMS-HCC,C22
CNA_HCC22,0.273,CMS-HCC,C22
CNA_HCC23,0.228,CMS-HCC,C22
CNA_HCC27,0.962,CMS-HCC,C22
CNA_HCC28,0.39,CMS-HCC,C22
CNA_HCC29,0.165,CMS-HCC,C22
CNA_HCC33,0.246,CMS-HCC,C22
CNA_HCC34,0.276,CMS-HCC,C22
CNA_HCC35,0.294,CMS-HCC,C22
CNA_HCC39,0.425,CMS-HCC,C22
CNA_HCC40,0.423,CMS-HCC,C22
CNA_HCC46,1.388,CMS-HCC,C22
CNA_HCC47,0.625,CMS-HCC,C22
CNA_HCC48,0.221,CMS-HCC,C22
CNA_HCC54,0.383,CMS-HCC,C22
CNA_HCC55,0.383,CMS-HCC,C22
CNA_HCC57,0.608,CMS-HCC,C22
CNA_HCC58,0.395,CMS-HCC,C22
CNA_HCC70,1.314,CMS-HCC,C22
CNA_HCC71,1.007,CMS-HCC,C22
CNA_HCC72,0.528,CMS-HCC,C22
CNA_HCC73,0.97,CMS-HCC,C22
CNA_HCC74,0.28,CMS-HCC,C22
CNA_HCC75,0.457,CMS-HCC,C22
CNA_HCC76,0.505,CMS-HCC,C22
CNA_HCC77,0.441,CMS-HCC,C22
CNA_HCC78,0.674,CMS-HCC,C22
CNA_HCC79,0.309,CMS-HCC,C22
CNA_HCC80,0.584,CMS-HCC,C22
CNA_HCC82,1.055,CMS-HCC,C22
CNA_HCC83,0.658,CMS-HCC,C22
CNA_HCC84,0.302,CMS-HCC,C22
CNA_HCC85,0.323,CMS-HCC,C22
CNA_HCC86,0.233,CMS-HCC,C22
CNA_HCC87,0.218,CMS-HCC,C22
CNA_HCC88,0.14,CMS-HCC,C22
CNA_HCC96,0.268,CMS-HCC,C22
CNA_HCC99,0.263,CMS-HCC,C22
CNA_HCC100,0.263,CMS-HCC,C22
CNA_HCC103,0.538,CMS-HCC,C22
CNA_HCC104,0.395,CMS-HCC,C22
CNA_HCC106,1.461,CMS-HCC,C22
CNA_HCC107,0.4,CMS-HCC,C22
CNA_HCC108,0.298,CMS-HCC,C22
CNA_HCC110,0.62,CMS-HCC,C22
CNA_HCC111,0.328,CMS-HCC,C22
CNA_HCC112,0.209,CMS-HCC,C22
CNA_HCC114,0.599,CMS-HCC,C22
CNA_HCC115,0.221,CMS-HCC,C22
CNA_HCC122,0.217,CMS-HCC,C22
CNA_HCC124,0.499,CMS-HCC,C22
CNA_HCC134,0.422,CMS-HCC,C22
CNA_HCC135,0.422,CMS-HCC,C22
CNA_HCC136,0.237,CMS-HCC,C22
CNA_HCC137,0.237,CMS-HCC,C22
CNA_HCC157,2.163,CMS-HCC,C22
CNA_HCC158,1.204,CMS-HCC,C22
CNA_HCC161,0.535,CMS-HCC,C22
CNA_HCC162,0.321,CMS-HCC,C22
CNA_HCC166,0.584,CMS-HCC,C22
CNA_HCC167,0.191,CMS-HCC,C22
CNA_HCC169,0.495,CMS-HCC,C22
CNA_HCC170,0.418,CMS-HCC,C22
CNA_HCC173,0.266,CMS-HCC,C22
CNA_HCC176,0.597,CMS-HCC,C22
CNA_HCC186,1,CMS-HCC,C22
CNA_HCC188,0.571,CMS-HCC,C22
CNA_HCC189,0.588,CMS-HCC,C22
CNA_HCC47_gCancer,0.893,CMS-HCC,C22
CNA_HCC85_gDiabetesMellit,0.154,CMS-HCC,C22
CNA_HCC85_gCopdCF,0.19,CMS-HCC,C22
CNA_HCC85_gRenal,0.27,CMS-HCC,C22
CNA_gRespDepandArre_gCopdCF,0.336,CMS-HCC,C22
CNA_HCC85_HCC96,0.105,CMS-HCC,C22
CND_F0_34,0.244,CMS-HCC,C22
CND_F35_44,0.303,CMS-HCC,C22
CND_F45_54,0.322,CMS-HCC,C22
CND_F55_59,0.35,CMS-HCC,C22
CND_F60_64,0.411,CMS-HCC,C22
CND_M0_34,0.155,CMS-HCC,C22
CND_M35_44,0.19,CMS-HCC,C22
CND_M45_54,0.221,CMS-HCC,C22
CND_M55_59,0.271,CMS-HCC,C22
CND_M60_64,0.303,CMS-HCC,C22
CND_HCC1,0.288,CMS-HCC,C22
CND_HCC2,0.532,CMS-HCC,C22
CND_HCC6,0.704,CMS-HCC,C22
CND_HCC8,2.644,CMS-HCC,C22
CND_HCC9,0.927,CMS-HCC,C22
CND_HCC10,0.656,CMS-HCC,C22
CND_HCC11,0.352,CMS-HCC,C22
CND_HCC12,0.202,CMS-HCC,C22
CND_HCC17,0.371,CMS-HCC,C22
CND_HCC18,0.371,CMS-HCC,C22
CND_HCC19,0.128,CMS-HCC,C22
CND_HCC21,0.753,CMS-HCC,C22
CND_HCC22,0.227,CMS-HCC,C22
CND_HCC23,0.444,CMS-HCC,C22
CND_HCC27,1.11,CMS-HCC,C22
CND_HCC28,0.394,CMS-HCC,C22
CND_HCC29,0.267,CMS-HCC,C22
CND_HCC33,0.524,CMS-HCC,C22
CND_HCC34,0.678,CMS-HCC,C22
CND_HCC35,0.483,CMS-HCC,C22
CND_HCC39,0.474,CMS-HCC,C22
CND_HCC40,0.377,CMS-HCC,C22
CND_HCC46,3.188,CMS-HCC,C22
CND_HCC47,0.848,CMS-HCC,C22
CND_HCC48,0.339,CMS-HCC,C22
CND_HCC54,0.569,CMS-HCC,C22
